Offical Election Results
Douglas County
Contest Name,Candidate Name,Party,Advanced Voting Votes,Absentee Ballots Votes,Election Day Votes,Provisional Votes,Total Votes,Number Of Precincts,Precincts Reported,Ballots Cast
"Precinct 40 Committeeman","Verdell Taylor","Democratic","0","0","1","0","1","1","1","184"
"Precinct 40 Committeeman","Brandon Dienes","Democratic","0","0","1","0","1","1","1","184"
"Precinct 40 Committeeman","WRITE-IN 249","","1","0","0","0","1","1","101","1"
"Precinct 41 H46 Committeeman","Jerry Jost","Democratic","56","0","250","3","309","1","1","317"
"Precinct 41 H46 Committeeman","WRITE-IN 257","","0","0","4","0","4","1","1","317"
"Precinct 41 H46 Committeeman","Naomi Estella Gonzolez","Democratic","0","0","1","0","1","1","1","317"
"Precinct 41 H46 Committeeman","Robert Fitzgerald","Democratic","0","0","1","0","1","1","1","317"
"Precinct 41 H46 Committeeman","Lucy Fahy","Democratic","0","0","1","0","1","1","1","317"
"Precinct 41 H46 Committeeman","Wade Kelley","Democratic","0","0","1","0","1","1","1","317"
"Precinct 41 H46 Committeeman","WRITE-IN 258","","0","0","3","0","3","1","1","8"
"Precinct 41 H46 Committeeman","Byron Edmondson","Republican","0","0","1","0","1","1","1","8"
"Precinct 41 H46 Committeeman","Wade Graves","Republican","0","0","1","0","1","1","1","8"
"Precinct 41 H46 Committeeman","Dan Mathews","Republican","0","0","1","0","1","1","1","8"
"Precinct 41 H46 Committeeman","Dawson Thompson","Republican","0","0","1","0","1","1","1","8"
"Precinct 41 H46 Committeeman","Matt Cosgrove","Republican","0","0","1","0","1","1","1","8"
"Precinct 42 S19 H45 Committeeman","Curtis D. Hall","Democratic","15","0","56","0","71","1","1","71"
"Precinct 42 S19 H45 Committeeman","WRITE-IN 263","","0","0","0","0","0","1","1","71"
"Precinct 42 S19 H45 Committeeman","Reese L. Todd","Republican","0","0","14","0","14","1","1","14"
"Precinct 42 S19 H45 Committeeman","WRITE-IN 264","","0","0","0","0","0","1","1","14"
"Precinct 42 S2 H46 Committeeman","WRITE-IN 260","","0","0","5","0","5","1","1","9"
"Precinct 42 S2 H46 Committeeman","Colby Craig","Democratic","0","0","1","0","1","1","1","9"
"Precinct 42 S2 H46 Committeeman","Bruce Vance","Democratic","0","0","1","0","1","1","1","9"
"Precinct 42 S2 H46 Committeeman","Brent McCall","Democratic","0","0","1","0","1","1","1","9"
"Precinct 42 S2 H46 Committeeman","William Bayouth","Democratic","0","0","1","0","1","1","1","9"
"Precinct 42 S2 H46 Committeeman","WRITE-IN 261","","0","0","0","0","0","1","101","0"
"Precinct 43 Committeeman","WRITE-IN 266","","5","0","13","0","18","1","1","27"
"Precinct 43 Committeeman","Marty Brigman","Democratic","0","0","2","0","2","1","1","27"
"Precinct 43 Committeeman","Jackie Suiter","Democratic","0","0","1","0","1","1","1","27"
"Precinct 43 Committeeman","Dale Suiter","Democratic","0","0","1","0","1","1","1","27"
"Precinct 43 Committeeman","Zach Smith-Law","Democratic","0","0","1","0","1","1","1","27"
"Precinct 43 Committeeman","Lynn Harrod","Democratic","0","0","1","0","1","1","1","27"
"Precinct 43 Committeeman","Ken Murfay","Democratic","0","0","1","0","1","1","1","27"
"Precinct 43 Committeeman","Jonathan Jones","Democratic","0","0","1","0","1","1","1","27"
"Precinct 43 Committeeman","Patrick Rapp","Democratic","0","0","1","0","1","1","1","27"
"Precinct 43 Committeeman","Austin Davis","Republican","7","0","39","0","46","1","1","78"
"Precinct 43 Committeeman","Thomas Bates","Republican","5","0","22","1","28","1","1","78"
"Precinct 43 Committeeman","WRITE-IN 267","","0","0","2","0","2","1","1","78"
"Precinct 43 Committeeman","Hinko Vos","Republican","0","0","1","0","1","1","1","78"
"Precinct 43 Committeeman","Rich Lorenzo","Republican","0","0","1","0","1","1","1","78"
"Precinct 44 H44 Committeeman","Josh Rosa","Democratic","0","0","1","0","1","1","1","2"
"Precinct 44 H44 Committeeman","WRITE-IN 275","","1","0","0","0","1","1","1","2"
"Precinct 44 H44 Committeeman","WRITE-IN 276","","0","0","0","0","0","1","101","0"
"Precinct 44 H45 Committeeman","Phillip Wrigley","Democratic","14","0","52","1","67","1","1","67"
"Precinct 44 H45 Committeeman","WRITE-IN 272","","0","0","0","0","0","1","1","67"
"Precinct 44 H45 Committeeman","Maxwell Irby","Republican","2","0","19","0","21","1","1","22"
"Precinct 44 H45 Committeeman","WRITE-IN 273","","0","0","1","0","1","1","1","22"
"Precinct 45 Committeeman","Alan L. Cowles","Democratic","48","0","138","1","187","1","1","193"
"Precinct 45 Committeeman","WRITE-IN 278","","1","0","4","0","5","1","1","193"
"Precinct 45 Committeeman","Dan Simon","Democratic","0","0","1","0","1","1","1","193"
"Precinct 45 Committeeman","Rick Mullen","Republican","12","0","57","0","69","1","1","70"
"Precinct 45 Committeeman","WRITE-IN 279","","0","0","1","0","1","1","1","70"
"Precinct 46 H44 Committeeman","WRITE-IN 281","","4","0","6","0","10","1","1","15"
"Precinct 46 H44 Committeeman","Ronald Wayne Ricks","Democratic","0","0","1","0","1","1","1","15"
"Precinct 46 H44 Committeeman","John Oberzan","Democratic","0","0","1","0","1","1","1","15"
"Precinct 46 H44 Committeeman","Anthony Racy","Democratic","0","0","1","0","1","1","1","15"
"Precinct 46 H44 Committeeman","Phillip Rademacher","Democratic","0","0","1","0","1","1","1","15"
"Precinct 46 H44 Committeeman","Jesse Torneden","Democratic","0","0","1","0","1","1","1","15"
"Precinct 46 H44 Committeeman","Stanley McMechan","Republican","14","0","25","0","39","1","1","40"
"Precinct 46 H44 Committeeman","WRITE-IN 282","","1","0","0","0","1","1","1","40"
"Precinct 46 H45 Committeeman","WRITE-IN 1001","","1","0","7","0","8","1","1","12"
"Precinct 46 H45 Committeeman","Allison Ralston","Democratic","0","0","1","0","1","1","1","12"
"Precinct 46 H45 Committeeman","Dustin Rimmey","Democratic","0","0","1","0","1","1","1","12"
"Precinct 46 H45 Committeeman","David Olson","Democratic","0","0","1","0","1","1","1","12"
"Precinct 46 H45 Committeeman","Adam Rankin","Democratic","0","0","1","0","1","1","1","12"
"Precinct 46 H45 Committeeman","Ayrtan Frick","Republican","0","0","1","0","1","1","1","2"
"Precinct 46 H45 Committeeman","WRITE-IN 1000","","0","0","1","0","1","1","1","2"
"Precinct 47 Committeeman","WRITE-IN 284","","1","0","4","0","5","1","1","11"
"Precinct 47 Committeeman","Kevin Hall","Democratic","1","0","2","0","3","1","1","11"
"Precinct 47 Committeeman","Will Bohne","Democratic","0","0","1","0","1","1","1","11"
"Precinct 47 Committeeman","Catherine Barker","Democratic","0","0","1","0","1","1","1","11"
"Precinct 47 Committeeman","John Schew","Democratic","1","0","0","0","1","1","1","11"
"Precinct 47 Committeeman","WRITE-IN 285","","0","0","0","0","0","1","101","0"
"Precinct 48 Committeeman","Brad Wall","Democratic","68","0","160","1","229","1","1","231"
"Precinct 48 Committeeman","Shelia Smith","Democratic","0","0","1","0","1","1","1","231"
"Precinct 48 Committeeman","WRITE-IN 287","","0","0","1","0","1","1","1","231"
"Precinct 48 Committeeman","Scott Huffman","Republican","15","0","52","2","69","1","1","70"
"Precinct 48 Committeeman","WRITE-IN 288","","0","0","1","0","1","1","1","70"
"Precinct 49 H45 Committeeman","Jerry L. Harper","Democratic","44","0","115","0","159","1","1","161"
"Precinct 49 H45 Committeeman","Nicholas Lucas","Democratic","0","0","1","0","1","1","1","161"
"Precinct 49 H45 Committeeman","WRITE-IN 290","","0","0","1","0","1","1","1","161"
"Precinct 49 H45 Committeeman","WRITE-IN 291","","1","0","1","0","2","1","1","3"
"Precinct 49 H45 Committeeman","James MacMurray","Republican","0","0","1","0","1","1","1","3"
"Precinct 49 H47 Committeeman","James B Roberts","Democratic","20","0","18","0","38","1","1","38"
"Precinct 49 H47 Committeeman","WRITE-IN 1156","","0","0","0","0","0","1","1","38"
"Precinct 49 H47 Committeeman","WRITE-IN 1155","","1","0","1","0","2","1","1","3"
"Precinct 49 H47 Committeeman","Daniel Schneider","Republican","0","0","1","0","1","1","1","3"
"Precinct 50A Committeeman","WRITE-IN 293","","4","0","5","0","9","1","1","17"
"Precinct 50A Committeeman","Bob Sailer","Democratic","0","0","3","0","3","1","1","17"
"Precinct 50A Committeeman","Greg Dardis","Democratic","0","0","1","0","1","1","1","17"
"Precinct 50A Committeeman","Brian Miller","Democratic","0","0","1","0","1","1","1","17"
"Precinct 50A Committeeman","Craig Harmon","Democratic","0","0","1","0","1","1","1","17"
"Precinct 50A Committeeman","Jan Tedrow","Democratic","0","0","1","0","1","1","1","17"
"Precinct 50A Committeeman","Jason Muzak","Democratic","0","0","1","0","1","1","1","17"
"Precinct 50A Committeeman","WRITE-IN 294","","2","0","5","0","7","1","1","12"
"Precinct 50A Committeeman","Tanner Tempel","Republican","0","0","2","0","2","1","1","12"
"Precinct 50A Committeeman","James Wynn","Republican","0","0","1","0","1","1","1","12"
"Precinct 50A Committeeman","Peter Bock","Republican","0","0","1","0","1","1","1","12"
"Precinct 50A Committeeman","Randall Carter","Republican","0","0","1","0","1","1","1","12"
"Precinct 50B Committeeman","WRITE-IN 1120","","0","0","0","0","0","1","101","0"
"Precinct 50B Committeeman","Chris Miller","Republican","0","0","1","0","1","1","1","2"
"Precinct 50B Committeeman","WRITE-IN 1119","","0","0","1","0","1","1","1","2"
"Precinct 51 Committeeman","WRITE-IN 296","","0","0","4","0","4","1","1","6"
"Precinct 51 Committeeman","Dan Hanney","Democratic","0","0","1","0","1","1","1","6"
"Precinct 51 Committeeman","Mike Amix","Democratic","0","0","1","0","1","1","1","6"
"Precinct 51 Committeeman","WRITE-IN 297","","0","0","3","0","3","1","1","8"
"Precinct 51 Committeeman","Mike Curtis","Republican","0","0","2","0","2","1","1","8"
"Precinct 51 Committeeman","Waler T. Berry","Republican","0","0","1","0","1","1","1","8"
"Precinct 51 Committeeman","Keegan Russell","Republican","0","0","1","0","1","1","1","8"
"Precinct 51 Committeeman","Dean Kettle","Republican","0","0","1","0","1","1","1","8"
"Precinct 52A Committeeman","WRITE-IN 299","","0","0","0","0","0","1","101","0"
"Precinct 52A Committeeman","Jason Vannicola","Republican","5","0","46","0","51","1","1","51"
"Precinct 52A Committeeman","WRITE-IN 300","","0","0","0","0","0","1","1","51"
"Precinct 52B Committeeeman","WRITE-IN 1128","","0","0","0","0","0","1","101","0"
"Precinct 52B Committeeeman","WRITE-IN 1127","","0","0","0","0","0","1","101","0"
"Precinct 53A Committeeman","David M. Gardner","Democratic","0","0","1","0","1","1","1","2"
"Precinct 53A Committeeman","WRITE-IN 302","","0","0","1","0","1","1","1","2"
"Precinct 53A Committeeman","WRITE-IN 303","","0","0","3","0","3","1","1","6"
"Precinct 53A Committeeman","J.D. Putnam","Republican","0","0","1","0","1","1","1","6"
"Precinct 53A Committeeman","Dylan Riemer","Republican","0","0","1","0","1","1","1","6"
"Precinct 53A Committeeman","Michael Gillaspie","Republican","0","0","1","0","1","1","1","6"
"Precinct 53B Committeeman","Mike Kelso","Democratic","12","0","45","0","57","1","1","58"
"Precinct 53B Committeeman","WRITE-IN 1117","","0","0","1","0","1","1","1","58"
"Precinct 53B Committeeman","David M. Gardner","Democratic","0","0","0","0","0","1","1","58"
"Precinct 53B Committeeman","Steve McGinness","Democratic","0","0","0","0","0","1","1","58"
"Precinct 53B Committeeman","Frank Male","Republican","12","0","80","0","92","1","1","105"
"Precinct 53B Committeeman","Clinton Lynn","Republican","5","0","7","0","12","1","1","105"
"Precinct 53B Committeeman","WRITE-IN 1116","","0","0","1","0","1","1","1","105"
"Precinct 53B Committeeman","J.D. Putnam","Republican","0","0","0","0","0","1","1","105"
"Precinct 53B Committeeman","Dylan Riemer","Republican","0","0","0","0","0","1","1","105"
"Precinct 53B Committeeman","Michael Gillaspie","Republican","0","0","0","0","0","1","1","105"
"Precinct 53B Committeeman","Percy Shepard","Republican","0","0","0","0","0","1","1","105"
"Precinct 54 Committeeman","Michael G. Hymer","Democratic","11","0","43","0","54","1","1","54"
"Precinct 54 Committeeman","WRITE-IN 308","","0","0","0","0","0","1","1","54"
"Precinct 54 Committeeman","Dan Thoennes","Republican","9","0","59","1","69","1","1","78"
"Precinct 54 Committeeman","WRITE-IN 309","","0","0","5","0","5","1","1","78"
"Precinct 54 Committeeman","Rick Coleman","Republican","0","0","2","0","2","1","1","78"
"Precinct 54 Committeeman","Rudy Dalryple","Republican","0","0","1","0","1","1","1","78"
"Precinct 54 Committeeman","Matthew Brinsfield","Republican","0","0","1","0","1","1","1","78"
"Precinct 55 H45 Committeeman","Anthony D. Ware","Democratic","1","0","7","0","8","1","1","18"
"Precinct 55 H45 Committeeman","WRITE-IN 317","","2","0","6","0","8","1","1","18"
"Precinct 55 H45 Committeeman","Brian Lemon","Democratic","0","0","1","0","1","1","1","18"
"Precinct 55 H45 Committeeman","Anthony Warz","Democratic","1","0","0","0","1","1","1","18"
"Precinct 55 H45 Committeeman","WRITE-IN 318","","0","0","0","0","0","1","101","0"
"Precinct 55 H42 Committeeman","Scott Thellman","Democratic","0","0","1","0","1","1","1","2"
"Precinct 55 H42 Committeeman","WRITE-IN 311","","0","0","1","0","1","1","1","2"
"Precinct 55 H42 Committeeman","WRITE-IN 312","","0","0","0","0","0","1","101","0"
"Precinct 56 S3 H47 Committeeman","Dennis Stauffer","Democratic","19","0","58","1","78","1","1","78"
"Precinct 56 S3 H47 Committeeman","WRITE-IN 323","","0","0","0","0","0","1","1","78"
"Precinct 56 S3 H47 Committeeman","WRITE-IN 324","","0","0","0","0","0","1","101","0"
"Precinct 56 S19 H47 Committeeman","WRITE-IN 320","","0","0","0","0","0","1","101","0"
"Precinct 56 S19 H47 Committeeman","WRITE-IN 321","","0","0","0","0","0","1","101","0"
"Precinct 56 C1 H45 Committeeman","WRITE-IN 1004","","0","0","0","0","0","1","101","0"
"Precinct 56 C1 H45 Committeeman","WRITE-IN 1003","","0","0","0","0","0","1","101","0"
"Precinct 57 C1 H45 Committeeman","WRITE-IN 1138","","0","0","0","0","0","1","101","0"
"Precinct 57 C1 H45 Committeeman","Brent L. Boeve","Republican","1","0","3","0","4","1","1","4"
"Precinct 57 C1 H45 Committeeman","WRITE-IN 1137","","0","0","0","0","0","1","1","4"
"Precinct 57 C2 H45 Committeeman","WRITE-IN 326","","0","0","3","0","3","1","1","7"
"Precinct 57 C2 H45 Committeeman","Patrick Bills","Democratic","0","0","1","0","1","1","1","7"
"Precinct 57 C2 H45 Committeeman","Jacob Rieb","Democratic","0","0","1","0","1","1","1","7"
"Precinct 57 C2 H45 Committeeman","Lynn R. Riney","Democratic","0","0","1","0","1","1","1","7"
"Precinct 57 C2 H45 Committeeman","Sandra Swaggerty","Democratic","0","0","1","0","1","1","1","7"
"Precinct 57 C2 H45 Committeeman","WRITE-IN 327","","0","0","5","0","5","1","1","10"
"Precinct 57 C2 H45 Committeeman","Ron Thacker","Republican","0","0","1","0","1","1","1","10"
"Precinct 57 C2 H45 Committeeman","Greg Howard","Republican","0","0","1","0","1","1","1","10"
"Precinct 57 C2 H45 Committeeman","Michael Allen","Republican","0","0","1","0","1","1","1","10"
"Precinct 57 C2 H45 Committeeman","Dan Hinrichsen","Republican","0","0","1","0","1","1","1","10"
"Precinct 57 C2 H45 Committeeman","Ron Collette","Republican","0","0","1","0","1","1","1","10"
"Precinct 57 C2 H47 Committeeman","WRITE-IN 329","","0","0","0","0","0","1","101","0"
"Precinct 57 C2 H47 Committeeman","Paul M. Bahnmaier","Republican","0","0","22","0","22","1","1","23"
"Precinct 57 C2 H47 Committeeman","WRITE-IN 330","","0","0","1","0","1","1","1","23"
"Precinct 58 Committeeman","Thaddeus (""Tad"") Kramar","Democratic","6","0","33","0","39","1","1","41"
"Precinct 58 Committeeman","Richard G. Stanley","Democratic","1","0","0","0","1","1","1","41"
"Precinct 58 Committeeman","WRITE-IN 332","","1","0","0","0","1","1","1","41"
"Precinct 58 Committeeman","Keith Noe","Republican","3","0","36","0","39","1","1","39"
"Precinct 58 Committeeman","WRITE-IN 333","","0","0","0","0","0","1","1","39"
"Precinct 59 Committeeman","Henry Johns","Democratic","13","0","34","0","47","1","1","48"
"Precinct 59 Committeeman","WRITE-IN 1125","","0","0","1","0","1","1","1","48"
"Precinct 59 Committeeman","WRITE-IN 1124","","2","0","2","0","4","1","1","8"
"Precinct 59 Committeeman","James J. Lock","Republican","2","0","0","0","2","1","1","8"
"Precinct 59 Committeeman","Daniel Lang","Republican","0","0","1","0","1","1","1","8"
"Precinct 59 Committeeman","Alan Detrich","Republican","0","0","0","1","1","1","1","8"
"Precinct 60 Committeeman","WRITE-IN 341","","2","0","5","0","7","1","1","12"
"Precinct 60 Committeeman","Russ Harding","Democratic","0","0","1","0","1","1","1","12"
"Precinct 60 Committeeman","Roger Boyd","Democratic","0","0","1","0","1","1","1","12"
"Precinct 60 Committeeman","Robert Flaherty","Democratic","0","0","1","0","1","1","1","12"
"Precinct 60 Committeeman","Nicholas Goodman","Democratic","1","0","0","0","1","1","1","12"
"Precinct 60 Committeeman","Brian McCart","Democratic","1","0","0","0","1","1","1","12"
"Precinct 60 Committeeman","Mike Todd","Republican","18","0","97","2","117","1","1","119"
"Precinct 60 Committeeman","Peggy Wessel","Republican","0","0","0","1","1","1","1","119"
"Precinct 60 Committeeman","WRITE-IN 342","","0","0","1","0","1","1","1","119"
"Precinct 61 H5 Committeeman","WRITE-IN 344","","3","0","2","0","5","1","1","7"
"Precinct 61 H5 Committeeman","Erik Bailey","Democratic","1","0","0","0","1","1","1","7"
"Precinct 61 H5 Committeeman","Allen Wright","Democratic","1","0","0","0","1","1","1","7"
"Precinct 61 H5 Committeeman","George A. McCrary","Republican","18","0","86","0","104","1","1","130"
"Precinct 61 H5 Committeeman","Dan Fuller Sr.","Republican","3","0","22","0","25","1","1","130"
"Precinct 61 H5 Committeeman","WRITE-IN 345","","0","0","1","0","1","1","1","130"
"Precinct 61 H43 Committeeman","WRITE-IN 1010","","0","0","0","0","0","1","101","0"
"Precinct 61 H43 Committeeman","WRITE-IN 1009","","0","0","1","0","1","1","1","1"
"Precinct 62 Committeeman","WRITE-IN 347","","2","0","4","0","6","1","1","12"
"Precinct 62 Committeeman","Cynthia Beall","Democratic","1","0","1","0","2","1","1","12"
"Precinct 62 Committeeman","Justin Shafer","Democratic","0","0","1","0","1","1","1","12"
"Precinct 62 Committeeman","Joseph Bathke","Democratic","0","0","1","0","1","1","1","12"
"Precinct 62 Committeeman","Tom Christian","Democratic","1","0","0","0","1","1","1","12"
"Precinct 62 Committeeman","Betsy Armbrister","Democratic","1","0","0","0","1","1","1","12"
"Precinct 62 Committeeman","Ken Snyder","Republican","20","0","114","1","135","1","1","139"
"Precinct 62 Committeeman","WRITE-IN 348","","0","0","2","0","2","1","1","139"
"Precinct 62 Committeeman","Kim Hackathorne","Republican","0","0","1","0","1","1","1","139"
"Precinct 62 Committeeman","Sharon Eylmann","Republican","0","0","1","0","1","1","1","139"
"Precinct 63 H5 Committeeman","WRITE-IN 350","","0","0","6","0","6","1","1","12"
"Precinct 63 H5 Committeeman","Doug Davison","Democratic","0","0","3","0","3","1","1","12"
"Precinct 63 H5 Committeeman","Bill Wilson","Democratic","0","0","1","0","1","1","1","12"
"Precinct 63 H5 Committeeman","Ray Wilbur","Democratic","0","0","1","0","1","1","1","12"
"Precinct 63 H5 Committeeman","Amy Albright","Democratic","0","0","1","0","1","1","1","12"
"Precinct 63 H5 Committeeman","James E. Touslee","Republican","4","0","36","0","40","1","1","47"
"Precinct 63 H5 Committeeman","WRITE-IN 351","","2","0","2","0","4","1","1","47"
"Precinct 63 H5 Committeeman","Dave McFarlane","Republican","2","0","0","0","2","1","1","47"
"Precinct 63 H5 Committeeman","Timothy Cole","Republican","0","0","1","0","1","1","1","47"
"Precinct 63 H43 Committeeman","WRITE-IN 1013","","0","0","0","0","0","1","101","0"
"Precinct 63 H43 Committeeman","Robb M Ferguson","Republican","2","0","6","1","9","1","1","9"
"Precinct 63 H43 Committeeman","WRITE-IN 1012","","0","0","0","0","0","1","1","9"
"Precinct 63 H117 Committeeman","WRITE-IN 1144","","0","0","0","0","0","1","101","0"
"Precinct 63 H117 Committeeman","Michael T. Kennedy","Republican","3","0","63","0","66","1","1","66"
"Precinct 63 H117 Committeeman","WRITE-IN 1143","","0","0","0","0","0","1","1","66"
"Precinct 64 S19 H45 Committeeman","WRITE-IN 353","","0","0","2","0","2","1","1","4"
"Precinct 64 S19 H45 Committeeman","Phil Hodson","Democratic","0","0","1","0","1","1","1","4"
"Precinct 64 S19 H45 Committeeman","Nathan Herrman","Democratic","0","0","1","0","1","1","1","4"
"Precinct 64 S19 H45 Committeeman","WRITE-IN 354","","0","0","1","0","1","1","1","1"
"Precinct 64 S2 H46 Committeeman","WRITE-IN 356","","0","0","0","0","0","1","101","0"
"Precinct 64 S2 H46 Committeeman","WRITE-IN 357","","0","0","0","0","0","1","101","0"
"Precinct 65 C2 S3 H42 Committeeman","WRITE-IN 359","","0","0","0","0","0","1","101","0"
"Precinct 65 C2 S3 H42 Committeeman","WRITE-IN 360","","0","0","1","0","1","1","1","1"
"Precinct 65 C2 S2 H42 Committeeman","WRITE-IN 362","","0","0","0","0","0","1","101","0"
"Precinct 65 C2 S2 H42 Committeeman","WRITE-IN 363","","0","0","0","0","0","1","101","0"
"Precinct 65 S3 H10 Committeeman","WRITE-IN 365","","0","0","0","0","0","1","101","0"
"Precinct 65 S3 H10 Committeeman","WRITE-IN 366","","0","0","0","0","0","1","101","0"
"Precinct 65 C1 S2 H42 Committeeman","WRITE-IN 1162","","1","0","1","0","2","1","1","4"
"Precinct 65 C1 S2 H42 Committeeman","Andrew Suddith","Democratic","0","0","1","0","1","1","1","4"
"Precinct 65 C1 S2 H42 Committeeman","John Curry","Democratic","1","0","0","0","1","1","1","4"
"Precinct 65 C1 S2 H42 Committeeman","WRITE-IN 1161","","0","0","0","0","0","1","101","0"
"Precinct 65 C1 S2 H46 Committeeman","WRITE-IN 1185","","0","0","0","0","0","1","101","0"
"Precinct 65 C1 S2 H46 Committeeman","WRITE-IN 1184","","0","0","0","0","0","1","101","0"
"Precinct 66 H117 Committeeman","Bill Hammond","Democratic","4","0","41","0","45","1","1","45"
"Precinct 66 H117 Committeeman","WRITE-IN 380","","0","0","0","0","0","1","1","45"
"Precinct 66 H117 Committeeman","Luke Waller","Republican","2","0","29","0","31","1","1","32"
"Precinct 66 H117 Committeeman","WRITE-IN 381","","0","0","1","0","1","1","1","32"
"Precinct 66 H117 Committeeman","John Kumar","Republican","0","0","0","0","0","1","1","32"
"Precinct 66 H44 Committeeman","WRITE-IN 371","","0","0","0","0","0","1","101","0"
"Precinct 66 H44 Committeeman","WRITE-IN 372","","0","0","0","0","0","1","101","0"
"Precinct 66 H47 Committeeman","WRITE-IN 374","","0","0","0","0","0","1","101","0"
"Precinct 66 H47 Committeeman","Rich Lorenzo","Republican","6","0","21","0","27","1","1","27"
"Precinct 66 H47 Committeeman","WRITE-IN 375","","0","0","0","0","0","1","1","27"
"Precinct 67 H5 CC3 Committeeman","Scott Eudaly","Democratic","28","0","42","1","71","1","1","72"
"Precinct 67 H5 CC3 Committeeman","WRITE-IN 389","","0","0","1","0","1","1","1","72"
"Precinct 67 H5 CC3 Committeeman","Tim C Horne","Republican","17","0","116","0","133","1","1","133"
"Precinct 67 H5 CC3 Committeeman","WRITE-IN 390","","0","0","0","0","0","1","1","133"
"Precinct 67 H5 CC5 Committeeman","WRITE-IN 1191","","0","0","0","0","0","1","101","0"
"Precinct 67 H5 CC5 Committeeman","WRITE-IN 1190","","0","0","0","0","0","1","101","0"
"Precinct 67 H117 Committeeman","WRITE-IN 392","","0","0","0","0","0","1","101","0"
"Precinct 67 H117 Committeeman","WRITE-IN 393","","0","0","1","0","1","1","1","1"
"Precinct 69 Committeeman","WRITE-IN 377","","1","0","1","0","2","1","1","3"
"Precinct 69 Committeeman","Tom Holland","Democratic","0","0","1","0","1","1","1","3"
"Precinct 69 Committeeman","George Hunsinger","Republican","8","0","63","1","72","1","1","74"
"Precinct 69 Committeeman","WRITE-IN 378","","0","0","2","0","2","1","1","74"
"Precinct 71 Committeeman","Daryl L. Jones","Democratic","58","0","171","1","230","1","1","232"
"Precinct 71 Committeeman","Curt Landis","Democratic","0","0","1","0","1","1","1","232"
"Precinct 71 Committeeman","WRITE-IN 398","","0","0","1","0","1","1","1","232"
"Precinct 71 Committeeman","Michael Austin","Republican","12","0","51","0","63","1","1","73"
"Precinct 71 Committeeman","WRITE-IN 399","","3","0","4","0","7","1","1","73"
"Precinct 71 Committeeman","Mark Henderson","Republican","0","0","1","0","1","1","1","73"
"Precinct 71 Committeeman","Mark Tomb","Republican","0","0","1","0","1","1","1","73"
"Precinct 71 Committeeman","Samir Arif","Republican","0","0","1","0","1","1","1","73"
"Precinct 74 Committeeman","Dennis Cox","Democratic","58","0","160","7","225","1","1","233"
"Precinct 74 Committeeman","WRITE-IN 401","","0","0","4","0","4","1","1","233"
"Precinct 74 Committeeman","Kristi Masterson","Democratic","0","0","1","0","1","1","1","233"
"Precinct 74 Committeeman","Charles Baldwin","Democratic","0","0","1","0","1","1","1","233"
"Precinct 74 Committeeman","Danny Kammerer","Democratic","0","0","1","0","1","1","1","233"
"Precinct 74 Committeeman","Dustin Brinkman","Democratic","0","0","1","0","1","1","1","233"
"Precinct 74 Committeeman","John Ims","Republican","11","0","64","0","75","1","1","80"
"Precinct 74 Committeeman","WRITE-IN 402","","1","0","2","0","3","1","1","80"
"Precinct 74 Committeeman","John McDermott","Republican","0","0","1","0","1","1","1","80"
"Precinct 74 Committeeman","Ed Smith","Republican","0","0","1","0","1","1","1","80"
"Precinct 76 Committeeman","William Bruno","Democratic","1","0","14","1","16","1","1","16"
"Precinct 76 Committeeman","WRITE-IN 404","","0","0","0","0","0","1","1","16"
"Precinct 76 Committeeman","WRITE-IN 405","","0","0","1","0","1","1","1","1"
"Precinct 77 H42 Commiteeman","WRITE-IN 1019","","4","0","2","0","6","1","1","10"
"Precinct 77 H42 Commiteeman","Griffin Jacobson","Democratic","2","0","0","0","2","1","1","10"
"Precinct 77 H42 Commiteeman","Lawrence Meier","Democratic","0","0","1","0","1","1","1","10"
"Precinct 77 H42 Commiteeman","Chad Geymar","Democratic","1","0","0","0","1","1","1","10"
"Precinct 77 H42 Commiteeman","James Letcher","Republican","0","0","1","0","1","1","1","1"
"Precinct 77 H42 Commiteeman","WRITE-IN 1018","","0","0","0","0","0","1","1","1"
"Precinct 1 Committeewoman","Melinda Lavon","Democratic","24","0","119","2","145","1","1","147"
"Precinct 1 Committeewoman","Dejon Brown","Democratic","0","0","1","0","1","1","1","147"
"Precinct 1 Committeewoman","WRITE-IN 410","","0","0","1","0","1","1","1","147"
"Precinct 1 Committeewoman","WRITE-IN 411","","0","0","0","0","0","1","101","0"
"Precinct 2 Committeewoman","Lois Orth-Lopes","Democratic","75","0","131","1","207","1","1","213"
"Precinct 2 Committeewoman","WRITE-IN 413","","1","0","2","0","3","1","1","213"
"Precinct 2 Committeewoman","Susan Tate","Democratic","0","0","1","0","1","1","1","213"
"Precinct 2 Committeewoman","Laurie McClain","Democratic","0","0","1","0","1","1","1","213"
"Precinct 2 Committeewoman","Phil Hill","Democratic","0","0","1","0","1","1","1","213"
"Precinct 2 Committeewoman","Erin Kidd","Republican","4","0","13","0","17","1","1","19"
"Precinct 2 Committeewoman","John Brown","Republican","0","0","1","0","1","1","1","19"
"Precinct 2 Committeewoman","WRITE-IN 414","","0","0","1","0","1","1","1","19"
"Precinct 3 Committeewoman","Karin Barrett","Democratic","37","0","96","1","134","1","1","137"
"Precinct 3 Committeewoman","WRITE-IN 416","","0","0","2","0","2","1","1","137"
